4; 2; 2; dataset\t0.png;0.295567;2.27414;0
4; 2; 3; dataset\t0.png;0.328735;2.29749;0
4; 2; 4; dataset\t0.png;0.350505;2.31011;0
4; 2; 5; dataset\t0.png;0.3621;2.31541;0
4; 2; 6; dataset\t0.png;0.36862;2.31696;0
4; 2; 7; dataset\t0.png;0.371745;2.31752;0
4; 2; 8; dataset\t0.png;0.37459;2.31839;0
4; 2; 9; dataset\t0.png;0.376482;2.3202;0
4; 2; 10; dataset\t0.png;0.379358;2.32214;0
4; 2; 11; dataset\t0.png;0.387788;2.3261;0
4; 2; 12; dataset\t0.png;0.395288;2.3299;0
4; 2; 13; dataset\t0.png;0.401235;2.33309;0
4; 2; 14; dataset\t0.png;0.403925;2.33538;0
4; 2; 15; dataset\t0.png;0.404518;2.33678;0
4; 3; 2; dataset\t0.png;0.334685;2.30158;0
4; 3; 3; dataset\t0.png;0.345335;2.30698;0
4; 3; 4; dataset\t0.png;0.35341;2.31131;0
4; 3; 5; dataset\t0.png;0.359245;2.31365;0
4; 3; 6; dataset\t0.png;0.364663;2.31489;0
4; 3; 7; dataset\t0.png;0.37114;2.31709;0
4; 3; 8; dataset\t0.png;0.374828;2.31835;0
4; 3; 9; dataset\t0.png;0.377538;2.32044;0
4; 3; 10; dataset\t0.png;0.3809;2.32261;0
4; 3; 11; dataset\t0.png;0.386718;2.32556;0
4; 3; 12; dataset\t0.png;0.394575;2.3295;0
4; 3; 13; dataset\t0.png;0.400915;2.33285;0
4; 3; 14; dataset\t0.png;0.4054;2.33565;0
4; 3; 15; dataset\t0.png;0.409423;2.33793;0
4; 4; 2; dataset\t0.png;0.35649;2.31391;0
4; 4; 3; dataset\t0.png;0.355575;2.31244;0
4; 4; 4; dataset\t0.png;0.35564;2.31236;0
4; 4; 5; dataset\t0.png;0.35775;2.31273;0
4; 4; 6; dataset\t0.png;0.362033;2.31357;0
4; 4; 7; dataset\t0.png;0.36749;2.31541;0
4; 4; 8; dataset\t0.png;0.373055;2.31756;0
4; 4; 9; dataset\t0.png;0.378475;2.32075;0
4; 4; 10; dataset\t0.png;0.38256;2.32314;0
4; 4; 11; dataset\t0.png;0.3881;2.32598;0
4; 4; 12; dataset\t0.png;0.393868;2.32912;0
4; 4; 13; dataset\t0.png;0.39971;2.33241;0
4; 4; 14; dataset\t0.png;0.406395;2.33573;0
4; 4; 15; dataset\t0.png;0.411233;2.33815;0
4; 5; 2; dataset\t0.png;0.364583;2.318;0
4; 5; 3; dataset\t0.png;0.358233;2.31387;0
4; 5; 4; dataset\t0.png;0.355568;2.31219;0
4; 5; 5; dataset\t0.png;0.356758;2.31197;0
4; 5; 6; dataset\t0.png;0.360672;2.31261;0
4; 5; 7; dataset\t0.png;0.365443;2.31424;0
4; 5; 8; dataset\t0.png;0.37121;2.31664;0
4; 5; 9; dataset\t0.png;0.37789;2.32024;0
4; 5; 10; dataset\t0.png;0.383613;2.3233;0
4; 5; 11; dataset\t0.png;0.39;2.3264;0
4; 5; 12; dataset\t0.png;0.394358;2.32892;0
4; 5; 13; dataset\t0.png;0.399508;2.33187;0
4; 5; 14; dataset\t0.png;0.405943;2.33521;0
4; 5; 15; dataset\t0.png;0.410348;2.33755;0
4; 6; 2; dataset\t0.png;0.364348;2.31763;0
4; 6; 3; dataset\t0.png;0.360548;2.31486;0
4; 6; 4; dataset\t0.png;0.357848;2.31308;0
4; 6; 5; dataset\t0.png;0.35816;2.31245;0
4; 6; 6; dataset\t0.png;0.362235;2.31299;0
4; 6; 7; dataset\t0.png;0.36683;2.31442;0
4; 6; 8; dataset\t0.png;0.3729;2.31691;0
4; 6; 9; dataset\t0.png;0.380702;2.32102;0
4; 6; 10; dataset\t0.png;0.386985;2.3241;0
4; 6; 11; dataset\t0.png;0.39163;2.32646;0
4; 6; 12; dataset\t0.png;0.397198;2.32939;0
4; 6; 13; dataset\t0.png;0.40044;2.33159;0
4; 6; 14; dataset\t0.png;0.40454;2.33415;0
4; 6; 15; dataset\t0.png;0.410143;2.33686;0
4; 7; 2; dataset\t0.png;0.366768;2.31823;0
4; 7; 3; dataset\t0.png;0.362797;2.31547;0
